from,to,weight
*CC(=O)O,*CC(N)=O,69
*Cl,*OC,3455
*O,*OC,2273
*NC(=O)c1cccnc1,*NC(=O)c1ccncc1,24
*O,*N,958
*NC,*N,305
*Cl,*OC,3455
*O,*OC,2273
*Cl,*OC,3455
*O,*OC,2273
*O,*N,958
*NC,*N,305
*Cl,*OC,3455
*O,*OC,2273
*c1ccc(OC)cc1,*c1ccc(O)cc1,121
*c1cccc(O)c1,*c1ccc(O)cc1,100
*Cl,*OC,3455
*O,*OC,2273
*N1CCCCC1,*N1CCCC1,260
*N1CCc2ccccc2C1,*N1CCCC1,25
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*Cl,*OC,3455
*O,*OC,2273
*c1cccc(OC)c1,*c1cccc(CO)c1,27
*Cl,*OC,3455
*O,*OC,2273
*OC,*O,2273
*N,*O,958
*O,*C(=O)Nc1cccnc1,27
*OC,*Oc1ccccc1,195
*Sc1ccccc1,*Oc1ccccc1,47
*C(C)C,*CC,816
*CCC,*CC,763
*Cl,*OC,3455
*O,*OC,2273
*O,*N,958
*NC,*N,305
*c1cccnc1,*c1ccccn1,359
*c1cnccn1,*c1ccccn1,93
*Oc1ccccc1,*Oc1ccc(Cl)cc1,42
*O,*N,958
*NC,*N,305
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*C(=O)O,*CC(=O)O,201
*CCC(=O)O,*CC(=O)O,112
*CC(=O)N(C)C,*CC(=O)NC,25
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*F,*Cl,4152
*OC,*Cl,3455
*N,*Nc1cccnc1,20
*Cl,*OC,3455
*O,*OC,2273
*Cl,*Br,2208
*OC,*O,2273
*N,*O,958
*OC,*S(C)(=O)=O,332
*S(=O)(=O)CC,*S(C)(=O)=O,50
*C1CCCCC1,*C1CCOCC1,112
*C1CCOC1,*C1CCOCC1,50
*C(=O)O,*CC(=O)O,201
*CCC(=O)O,*CC(=O)O,112
*c1ccc2ccccc2c1,*c1ccc(-c2ccccc2)cc1,65
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*OC,*Oc1ccccc1,195
*Sc1ccccc1,*Oc1ccccc1,47
*O,*N,958
*NC,*N,305
*N1CCOCC1,*N1CCCCC1,323
*N1CCCC1,*N1CCCCC1,260
*c1ccc(OC)cc1,*c1ccc(C(F)(F)F)cc1,181
*c1cccc(C(F)(F)F)c1,*c1ccc(C(F)(F)F)cc1,124
*C(=O)O,*C(=O)OCC,175
*OC,*S(C)(=O)=O,332
*S(=O)(=O)CC,*S(C)(=O)=O,50
*Cc1ccccc1,*C(=O)c1ccccc1,110
*S(=O)(=O)c1ccccc1,*C(=O)c1ccccc1,55
*O,*C(=O)NO,89
*CCCCC(=O)NO,*CCC(=O)NO,18
*Cl,*n1ccnc1,65
*n1ccnc1C,*n1ccnc1,18
*Cl,*OC,3455
*O,*OC,2273
*Cl,*C(F)(F)F,1750
*C(F)F,*C(F)(F)F,65
*C(=O)NO,*CC(=O)NO,43
*Cl,*C(=O)O,579
*C(=O)OC,*C(=O)O,334
*Cl,*OC,3455
*O,*OC,2273
*N1CCOCC1,*N1CCCCC1,323
*N1CCCC1,*N1CCCCC1,260
*Cl,*C#Cc1ccccn1,20
*Cc1ccccc1,*C(=O)c1ccccc1,110
*S(=O)(=O)c1ccccc1,*C(=O)c1ccccc1,55
*Cl,*OC,3455
*O,*OC,2273
*N,*NC(C)=O,300
*NC(=O)CC,*NC(C)=O,63
*N,*NC(C)C,69
*NC(C)(C)C,*NC(C)C,27
*N1CCOCC1,*N1CCN(C)CC1,293
*N1CCNCC1,*N1CCN(C)CC1,147
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*OC,*O,2273
*N,*O,958
*N1CCCCC1,*N1CCCC1,260
*N1CCC1,*N1CCCC1,49
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*F,*Cl,4152
*OC,*Cl,3455
*N,*NCCO,63
*Cl,*C(C)=O,202
*C(=O)CC,*C(C)=O,81
*N,*CN,138
*CCN,*CN,60
*c1cccc2ccccc12,*c1ccc2ccccc2c1,180
*c1ccc(-c2ccccc2)cc1,*c1ccc2ccccc2c1,65
*Cl,*F,4152
*B(O)O,*F,60
*OC,*O,2273
*N,*O,958
*N,*Nc1ccccc1,101
*Nc1ccc(OC)cc1,*Nc1ccccc1,49
*OC,*OCc1ccccc1,281
*N1CCOCC1,*N1CCN(C)CC1,293
*N1CCNCC1,*N1CCN(C)CC1,147
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*C(=O)NC(C)C,*C(=O)NCCC,31
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*Cl,*OC,3455
*O,*OC,2273
*F,*Cl,4152
*OC,*Cl,3455
*N,*Nc1ccccc1,101
*Nc1ccc(OC)cc1,*Nc1ccccc1,49
*c1cccs1,*c1ccco1,227
*c1ccoc1,*c1ccco1,101
*c1ccc(C(F)(F)F)cc1,*c1cccc(C(F)(F)F)c1,124
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*Cl,*OC,3455
*O,*OC,2273
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*c1cccnc1,*c1ccc2[nH]ccc2c1,28
*c1cccc2[nH]ccc12,*c1ccc2[nH]ccc2c1,18
*CC,*C1CC1,420
*C1CCC1,*C1CC1,168
*CC(=O)O,*CCC(=O)O,112
*CCCC(=O)O,*CCC(=O)O,54
*O,*CO,301
*C(C)O,*CO,75
*Cc1ccccc1,*C(=O)c1ccccc1,110
*S(=O)(=O)c1ccccc1,*C(=O)c1ccccc1,55
*OC,*O,2273
*N,*O,958
*OC,*CN(C)C,96
*CNC,*CN(C)C,63
*c1ccc(OC)cc1,*c1cccc(OC)c1,276
*c1cccc(C#N)c1,*c1cccc(OC)c1,88
*c1ccc(Cl)cc1,*c1cccc(Cl)c1,297
*OC,*O,2273
*N,*O,958
*c1cccnc1,*c1ccc(N)nc1,37
*N,*NC(C)=O,300
*NC(=O)CC,*NC(C)=O,63
*C(=O)c1ccccc1,*S(=O)(=O)c1ccccc1,55
*Cl,*C(F)(F)F,1750
*c1nc2cc(C(N)=O)ccc2[nH]1,*C(F)(F)F,14
*OC,*OCCCN1CCCCC1,48
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*Cc1ccccc1,*CCc1ccccc1,346
*CCCc1ccccc1,*CCc1ccccc1,131
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*c1ccc(F)cc1,*c1ccccc1F,230
*CC,*CCOC,110
*OC,*CN(C)C,96
*CNC,*CN(C)C,63
*OC,*O,2273
*N,*O,958
*C1CCN(C)CC1,*C1CCNCC1,59
*C1CCNC1,*C1CCNCC1,23
*c1ccc(OC)cc1,*c1ccc(C(F)(F)F)cc1,181
*c1cccc(C(F)(F)F)c1,*c1ccc(C(F)(F)F)cc1,124
*OC,*Oc1ccccc1,195
*Sc1ccccc1,*Oc1ccccc1,47
*N,*Nc1ccccc1,101
*Nc1ccc(OC)cc1,*Nc1ccccc1,49
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*OC,*O,2273
*N,*O,958
*Cc1ccccc1,*C(=O)c1ccccc1,110
*S(=O)(=O)c1ccccc1,*C(=O)c1ccccc1,55
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*O,*N,958
*NC,*N,305
*OC,*O,2273
*N,*O,958
*Cl,*OC,3455
*O,*OC,2273
*OCc1ccncc1,*OCc1cccnc1,30
*O,*N,958
*NC,*N,305
*Cc1ccccc1,*CCc1ccccc1,346
*CCCc1ccccc1,*CCc1ccccc1,131
*c1ccc2ccccc2c1,*c1cccc2ccccc12,180
*c1cccc2cccnc12,*c1cccc2ccccc12,31
*N1CCCCC1,*N1CCOCC1,323
*N1CCN(C)CC1,*N1CCOCC1,293
*N,*NC(C)=O,300
*NC(=O)CC,*NC(C)=O,63
*CC,*C(C)C,816
*C1CCCCC1,*C(C)C,273
*F,*Cl,4152
*OC,*Cl,3455
*Cl,*F,4152
*B(O)O,*F,60
*N,*NCc1ccccc1,104
*NCCc1ccccc1,*NCc1ccccc1,62
*F,*Cl,4152
*OC,*Cl,3455
*N,*CN,138
*CCN,*CN,60
*O,*N,958
*NC,*N,305
*N1CCCCC1,*N1CCOCC1,323
*N1CCN(C)CC1,*N1CCOCC1,293
*N1CCCCC1,*N1CCOCC1,323
*N1CCN(C)CC1,*N1CCOCC1,293
*c1cccnc1,*c1ccc(OC)nc1,78
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*c1cccnc1,*c1ccccn1,359
*c1cnccn1,*c1ccccn1,93
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*N,*Nc1ccccc1,101
*Nc1ccc(OC)cc1,*Nc1ccccc1,49
*N,*NC(C)=O,300
*NC(=O)CC,*NC(C)=O,63
*OC,*O,2273
*N,*O,958
*N,*NC(=O)c1ccccc1,84
*NC(=O)Cc1ccccc1,*NC(=O)c1ccccc1,39
*c1cccnc1,*c1ccccn1,359
*c1cnccn1,*c1ccccn1,93
*OC,*Oc1ccccc1,195
*Sc1ccccc1,*Oc1ccccc1,47
*Cl,*F,4152
*B(O)O,*F,60
*N1CCCCC1,*N1CCOCC1,323
*N1CCN(C)CC1,*N1CCOCC1,293
*O,*N,958
*NC,*N,305
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*C1CCCCC1,*C1CCOCC1,112
*C1CCN(C(C)=O)CC1,*C1CCOCC1,27
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*N1CCCCC1,*N1CCOCC1,323
*N1CCN(C)CC1,*N1CCOCC1,293
*CC,*COC,142
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*NC(=O)c1ccccc1,*NC(=O)Nc1ccccc1,28
*O,*N,958
*NC,*N,305
*c1ccc2ccccc2c1,*c1cccc2ccccc12,180
*c1cccc2ncccc12,*c1cccc2ccccc12,20
*c1ccc(Cl)cc1,*c1ccc(C)cc1,324
*c1cccc(C)c1,*c1ccc(C)cc1,161
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*c1noc(C)n1,*c1nc(C)no1,20
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*OC,*O,2273
*N,*O,958
*c1cccnc1,*c1ccccn1,359
*c1cnccn1,*c1ccccn1,93
*O,*CO,301
*C(C)O,*CO,75
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*OC,*O,2273
*N,*O,958
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*O,*N,958
*NC,*N,305
*OC,*SC,294
*CC(=O)NO,*CCC(=O)NO,36
*O,*N,958
*NC,*N,305
*C(N)=O,*C(=O)NC1CC1,44
*c1cccnc1,*c1ccc2[nH]ccc2c1,28
*c1ccc2cc[nH]c2c1,*c1ccc2[nH]ccc2c1,21
*Cl,*F,4152
*B(O)O,*F,60
*c1cccc2ccccc12,*c1ccc2ccccc2c1,180
*c1ccc(-c2ccccc2)cc1,*c1ccc2ccccc2c1,65
*OC,*CN(C)C,96
*CNC,*CN(C)C,63
*OCc1ccccn1,*OCc1cccnc1,36
*c1ccc(Cl)cc1,*c1ccccc1Cl,239
*c1ccccc1C,*c1ccccc1Cl,154
*CCN1CCCCC1,*CCN1CCCC1,50
*OC,*O,2273
*N,*O,958
*Cc1ccccc1,*C(=O)c1ccccc1,110
*S(=O)(=O)c1ccccc1,*C(=O)c1ccccc1,55
*C(C)C,*CC,816
*CCC,*CC,763
*F,*Cl,4152
*OC,*Cl,3455
*OC,*O,2273
*N,*O,958
*c1ccccn1,*c1cccc(C)n1,50
*F,*Cl,4152
*OC,*Cl,3455
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*N1CCOCC1,*N1CCN(C)CC1,293
*N1CCNCC1,*N1CCN(C)CC1,147
